date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2022-01-24,22.1,16.5,31.0,0.0,329.0,6.4,1010.8
2022-01-25,22.0,16.2,30.2,0.0,148.0,7.3,1011.1
2022-01-26,22.5,17.8,29.0,0.1,135.0,7.6,1011.7
2022-01-27,22.2,19.8,28.8,1.8,109.0,9.6,1012.7
2022-01-28,21.4,17.0,27.2,0.0,88.0,13.6,1014.0
2022-01-29,21.2,15.3,27.2,0.0,93.0,13.4,1015.0
2022-01-30,23.0,18.1,29.4,0.0,103.0,6.5,1013.8
2022-01-31,24.3,19.2,31.6,0.0,95.0,6.3,1012.8
2022-02-01,24.0,19.5,30.6,0.0,85.0,6.7,1012.4
2022-02-02,23.8,17.8,31.5,0.0,110.0,6.8,1012.8
2022-02-03,23.7,18.9,31.3,0.0,161.0,7.5,1012.4
2022-02-04,22.9,16.5,30.6,0.0,275.0,8.9,1011.3
2022-02-05,24.3,17.5,31.5,0.0,118.0,7.2,1011.7
2022-02-06,23.4,19.6,32.5,0.0,109.0,10.7,1014.3
2022-02-07,22.8,18.9,29.8,0.0,88.0,7.8,1015.0
2022-02-08,23.1,17.6,30.0,0.0,91.0,8.0,1013.8
2022-02-09,22.4,16.8,29.5,0.0,98.0,12.4,1013.7
2022-02-10,22.9,16.1,30.1,0.0,73.0,10.9,1013.2
2022-02-11,23.0,15.1,31.0,0.0,77.0,12.9,1013.2
2022-02-12,23.4,17.2,30.5,0.0,81.0,12.4,1012.8
2022-02-13,22.8,17.6,30.3,0.0,84.0,9.5,1011.9
2022-02-14,23.3,17.0,30.1,0.0,78.0,8.7,1011.9
2022-02-15,23.1,18.3,30.0,0.0,82.0,8.3,1011.8
2022-02-16,22.8,16.8,29.2,0.0,89.0,8.4,1010.1
2022-02-17,23.0,16.1,30.0,0.0,97.0,11.2,1009.1
2022-02-18,23.0,16.6,31.0,0.0,94.0,13.3,1010.7
2022-02-19,23.1,16.0,30.6,0.0,88.0,11.0,1012.7
2022-02-20,23.5,15.8,32.0,0.0,42.0,6.6,1012.2
2022-02-21,25.3,17.6,33.1,0.0,25.0,6.8,1010.9
2022-02-22,25.3,20.0,33.4,0.0,107.0,9.6,1012.3
2022-02-23,23.8,18.5,32.0,0.0,106.0,11.5,1015.2
2022-02-24,22.2,17.0,31.5,0.0,101.0,11.3,1016.3
2022-02-25,24.2,17.0,31.2,0.0,81.0,10.3,1015.2
2022-02-26,24.1,16.0,33.0,0.0,89.0,10.2,1015.0
2022-02-27,24.1,17.4,31.7,0.0,90.0,11.3,1015.2
2022-02-28,24.6,16.1,31.4,0.0,104.0,9.9,1014.8
2022-03-01,25.2,18.4,32.1,0.0,98.0,10.9,1014.6
2022-03-02,24.7,17.2,32.8,0.0,88.0,12.4,1014.1
2022-03-03,24.1,15.7,31.8,0.0,81.0,12.3,1013.7
2022-03-04,24.0,17.4,31.6,0.0,60.0,13.2,1013.3
2022-03-05,24.8,18.6,32.5,0.0,53.0,12.3,1012.4
2022-03-06,23.9,18.6,32.1,0.0,60.0,12.8,1011.9
2022-03-07,22.4,18.7,30.7,2.4,83.0,13.8,1013.1
2022-03-08,24.9,18.0,30.6,0.0,101.0,9.1,1012.7
2022-03-09,24.9,16.7,32.8,0.0,105.0,11.4,1012.1
2022-03-10,26.0,19.4,33.6,0.0,95.0,10.9,1011.6
2022-03-11,26.2,19.1,33.4,0.0,94.0,11.0,1011.4
2022-03-12,26.4,18.3,33.5,0.0,89.0,11.5,1011.0
2022-03-13,26.4,18.6,33.6,0.0,90.0,12.2,1011.4
2022-03-14,27.0,19.3,33.3,0.0,84.0,9.9,1011.6
2022-03-15,26.7,20.1,33.8,0.0,67.0,7.4,1010.5
2022-03-16,26.9,21.0,34.6,0.0,49.0,8.9,1009.7
2022-03-17,27.2,20.4,34.5,0.0,98.0,8.1,1008.9
2022-03-18,27.3,18.7,34.8,0.0,110.0,7.1,1008.6
2022-03-19,26.5,21.7,34.8,0.1,234.0,8.1,1008.7
2022-03-20,24.9,22.0,34.1,0.0,254.0,7.5,1009.3
2022-03-21,24.7,21.3,33.2,6.1,298.0,4.9,1009.3
2022-03-22,25.6,21.8,33.5,7.9,316.0,5.2,1009.6
2022-03-23,27.0,21.4,32.8,2.0,105.0,7.9,1008.8
2022-03-24,27.1,23.4,33.6,0.0,160.0,7.6,1009.5
2022-03-25,26.6,22.4,32.6,0.2,116.0,5.9,1010.3
2022-03-26,26.7,19.9,32.9,0.0,96.0,5.9,1012.0
2022-03-27,27.1,20.4,33.8,0.0,111.0,7.4,1012.5
2022-03-28,28.2,23.0,34.5,0.0,104.0,7.0,1011.6
2022-03-29,28.7,23.3,34.7,0.1,130.0,7.3,1010.9
2022-03-30,27.8,23.2,35.3,0.1,161.0,7.0,1010.5
2022-03-31,28.3,22.7,34.3,0.0,206.0,6.8,1010.7
2022-04-01,27.1,23.4,34.6,0.0,163.0,7.7,1010.8
2022-04-02,27.4,22.0,34.0,0.0,155.0,7.2,1011.9
2022-04-03,26.6,18.6,33.6,0.0,114.0,12.6,1011.4
2022-04-04,27.6,22.0,34.5,0.0,129.0,10.4,1012.1
2022-04-05,27.3,21.7,34.6,0.0,127.0,11.6,1013.8
2022-04-06,26.8,18.4,35.0,0.0,108.0,8.0,1013.7
2022-04-07,28.6,22.6,35.8,0.0,93.0,9.7,1012.4
2022-04-08,28.1,22.0,35.5,0.0,107.0,9.2,1011.6
2022-04-09,28.3,23.4,34.7,0.0,106.0,7.7,1010.7
2022-04-10,27.3,23.8,34.9,0.0,85.0,8.4,1009.9
2022-04-11,27.2,20.1,34.2,0.0,93.0,9.0,1009.3
2022-04-12,28.4,22.6,35.1,0.0,99.0,8.2,1008.9
2022-04-13,25.3,21.5,34.8,3.5,116.0,7.8,1008.7
2022-04-14,24.4,20.7,33.7,13.6,174.0,4.1,1009.4
2022-04-15,25.4,19.1,31.7,37.6,278.0,5.5,1009.4
2022-04-16,26.3,19.7,34.1,0.0,324.0,5.7,1008.7
2022-04-17,25.6,20.0,34.1,51.1,308.0,6.6,1009.6
2022-04-18,23.8,19.1,32.1,1.0,305.0,7.7,1011.4
2022-04-19,26.0,20.0,32.4,32.8,344.0,5.0,1011.8
2022-04-20,27.9,21.8,34.1,0.0,59.0,5.8,1009.6
2022-04-21,28.1,23.2,34.5,0.0,122.0,8.0,1009.0
2022-04-22,27.4,22.7,34.5,0.0,122.0,8.4,1010.2
2022-04-23,27.0,22.7,33.5,0.0,105.0,8.7,1011.1
2022-04-24,27.9,23.3,34.0,0.0,85.0,5.5,1009.8
2022-04-25,28.6,23.2,34.6,0.0,136.0,7.6,1008.9
2022-04-26,28.9,23.4,34.6,0.0,132.0,6.7,1009.2
2022-04-27,29.1,23.7,35.0,0.0,120.0,8.8,1008.9
2022-04-28,28.5,24.2,35.0,0.0,145.0,8.4,1009.6
2022-04-29,29.2,23.3,36.7,0.0,40.0,6.5,1009.5
2022-04-30,28.1,22.7,36.7,0.0,274.0,8.6,1008.8
2022-05-01,24.9,20.4,34.8,0.0,260.0,7.5,1007.8
2022-05-02,26.3,20.2,33.9,54.1,290.0,8.6,1007.9
2022-05-03,26.3,21.8,34.0,0.0,320.0,5.8,1008.8
2022-05-04,25.5,20.9,34.2,8.9,306.0,5.1,1009.5
2022-05-05,23.9,20.4,34.2,4.3,314.0,6.2,1009.6
2022-05-06,25.2,21.3,31.8,0.3,297.0,5.3,1009.1
2022-05-07,26.0,21.2,33.5,5.1,312.0,6.5,1008.0
2022-05-08,26.1,21.0,33.2,0.0,298.0,8.1,1006.6
2022-05-09,25.3,21.0,33.2,2.0,264.0,9.5,1005.9
2022-05-10,22.6,20.2,31.5,22.9,256.0,15.0,1005.7
2022-05-11,22.1,20.4,25.0,5.1,257.0,17.8,1006.1
2022-05-12,21.3,19.5,25.0,5.3,251.0,15.6,1007.3
2022-05-13,22.9,20.0,26.3,2.0,260.0,13.2,1007.4
2022-05-14,25.2,20.3,29.7,0.0,263.0,8.9,1007.5
2022-05-15,25.2,20.9,29.7,21.1,257.0,8.5,1008.2
2022-05-16,23.9,20.8,29.5,0.3,285.0,7.8,1007.7
2022-05-17,23.8,21.1,30.1,6.4,344.0,4.3,1006.4
2022-05-18,24.3,20.2,29.0,114.6,96.0,6.4,1006.0
2022-05-19,20.6,19.4,29.0,0.8,224.0,13.6,1007.6
2022-05-20,21.8,17.9,27.0,4.8,245.0,15.7,1009.4
2022-05-21,22.8,18.8,27.0,3.8,264.0,16.5,1008.9
2022-05-22,23.8,20.7,28.5,0.0,254.0,15.4,1009.6
2022-05-23,25.8,21.0,30.3,0.0,272.0,13.5,1007.0
2022-05-24,26.2,22.1,30.7,0.0,272.0,9.9,1009.3
2022-05-25,25.5,22.2,30.7,0.0,283.0,8.3,1010.5
2022-05-26,26.1,22.6,31.9,0.0,277.6666666666667,9.200000000000001,1010.2
2022-05-27,26.1,21.6,31.9,0.0,272.3333333333333,10.1,1009.9
2022-05-28,25.7,21.2,31.0,0.3,267.0,11.0,1009.6
2022-05-29,25.8,21.2,30.6,0.0,266.0,10.3,1009.3
2022-05-30,24.8,19.6,30.6,12.6,264.0,9.1,1008.9
2022-05-31,24.1,20.6,30.4,6.9,281.0,10.2,1009.6
2022-06-01,25.2,21.2,30.4,3.3,279.0,9.9,1008.4
2022-06-02,25.7,22.0,31.0,0.0,278.0,10.2,1008.2
2022-06-03,24.7,20.2,32.2,10.7,275.0,9.7,1008.0
2022-06-04,25.7,19.5,33.0,7.2,293.0,7.9,1007.6
2022-06-05,25.4,20.4,32.5,17.3,260.0,8.8,1007.7
2022-06-06,24.8,19.1,32.5,32.0,292.0,7.4,1008.2
2022-06-07,24.9,21.1,30.6,0.8,267.0,11.1,1008.8
2022-06-08,25.1,21.2,30.6,0.0,270.0,11.8,1008.7
2022-06-09,25.2,21.5,30.6,1.0,263.0,13.4,1008.3
2022-06-10,25.1,21.1,30.6,1.6,258.0,13.6,1009.2
2022-06-11,24.7,20.6,30.4,2.0,256.0,13.5,1010.0
2022-06-12,24.9,20.9,30.5,10.0,258.0,12.7,1009.8
2022-06-13,25.2,20.6,30.5,0.1,263.0,11.6,1010.4
2022-06-14,24.9,20.6,31.9,0.6,271.0,9.6,1009.9
2022-06-15,23.7,20.2,31.9,31.0,282.0,8.8,1009.0
2022-06-16,24.5,20.0,30.6,0.0,272.0,8.4,1009.3
2022-06-17,24.6,19.7,30.6,38.9,272.0,6.2,1008.9
2022-06-18,23.8,21.2,30.5,42.9,251.0,6.6,1009.0
2022-06-19,24.2,21.1,29.5,1.0,259.0,8.5,1011.1
2022-06-20,24.1,20.7,29.5,2.0,267.0,11.2,1008.7
2022-06-21,23.2,19.8,27.8,15.0,259.0,14.1,1007.6
2022-06-22,22.7,20.4,27.8,0.3,251.0,13.8,1008.7
2022-06-23,23.1,20.4,26.2,0.0,246.0,13.4,1009.6
2022-06-24,24.1,20.7,28.8,0.3,252.0,15.7,1008.8
2022-06-25,23.0,20.5,28.8,4.2,259.0,18.3,1007.2
2022-06-26,23.8,20.5,28.3,0.2,258.0,18.2,1007.4
2022-06-27,23.7,20.1,28.3,0.0,255.0,15.4,1009.2
2022-06-28,23.9,20.2,28.0,2.2,258.0,12.9,1009.3
2022-06-29,23.9,21.1,29.5,0.0,263.0,14.5,1007.9
2022-06-30,23.2,20.5,29.5,5.8,266.0,14.6,1007.7
2022-07-01,23.6,20.5,28.7,3.6,277.0,16.4,1007.7
2022-07-02,24.1,20.9,28.7,0.0,277.0,15.7,1006.8
2022-07-03,23.5,21.1,28.5,0.0,264.0,15.0,1007.2
2022-07-04,22.5,20.3,27.0,0.0,266.0,18.3,1007.8
2022-07-05,22.9,20.1,26.5,2.0,264.0,18.2,1006.8
2022-07-06,22.1,20.6,26.5,0.3,256.0,16.1,1009.6
2022-07-07,21.4,19.7,25.0,1.0,260.0,16.5,1010.2
2022-07-08,21.4,19.7,25.5,6.1,270.0,18.6,1009.1
2022-07-09,21.7,19.8,25.5,7.1,255.0,17.3,1007.5
2022-07-10,22.4,20.0,26.2,15.0,262.0,18.2,1007.8
2022-07-11,21.7,20.2,26.2,0.8,261.0,17.9,1009.9
2022-07-12,23.2,19.8,27.5,4.6,264.0,20.0,1009.3
2022-07-13,21.6,19.7,27.5,1.0,259.0,23.6,1007.0
2022-07-14,21.2,19.5,24.3,2.0,260.0,22.9,1005.8
2022-07-15,22.3,19.5,25.6,2.3,260.0,20.5,1006.9
2022-07-16,22.0,20.1,25.6,0.5,261.0,17.1,1008.1
2022-07-17,23.2,20.2,26.7,0.0,265.0,15.4,1008.7
2022-07-18,22.6,20.9,27.5,0.3,267.0,13.3,1011.0
2022-07-19,24.7,20.1,29.6,0.0,273.0,10.3,1009.6
2022-07-20,24.9,19.8,30.8,0.0,287.0,8.4,1009.6
2022-07-21,23.7,20.5,30.8,82.5,293.0,10.7,1009.6
2022-07-22,23.1,21.1,27.9,0.0,286.0,10.3,1009.9
2022-07-23,23.1,20.9,26.7,0.0,273.0,12.5,1009.1
2022-07-24,22.8,20.0,26.7,0.3,273.0,13.5,1009.3
2022-07-25,24.1,20.2,28.5,0.5,289.0,11.1,1009.9
2022-07-26,23.9,21.2,28.5,0.0,293.0,8.9,1010.7
2022-07-27,24.1,20.8,29.5,0.8,334.0,5.7,1010.0
2022-07-28,25.1,20.9,30.2,3.0,351.0,3.7,1010.3
2022-07-29,25.7,18.7,30.7,1.3,88.0,5.2,1009.9
2022-07-30,25.3,20.3,30.7,4.1,299.0,4.8,1009.3
2022-07-31,23.5,20.5,31.5,48.3,316.0,5.6,1007.8
2022-08-01,24.2,20.3,30.5,14.0,302.0,6.6,1009.1
2022-08-02,22.6,20.1,30.5,46.0,342.0,5.7,1009.4
2022-08-03,22.4,19.7,28.1,63.0,328.0,5.3,1007.4
2022-08-04,21.7,19.2,27.5,1.8,278.0,7.2,1006.0
2022-08-05,21.4,20.0,24.3,7.9,249.0,19.7,1008.6
2022-08-06,21.8,19.8,24.3,2.5,249.0,19.5,1006.8
2022-08-07,21.9,20.2,24.6,3.8,253.0,18.1,1006.0
2022-08-08,21.9,20.2,24.6,3.0,258.0,20.0,1007.2
2022-08-09,22.1,19.8,26.1,2.5,252.0,21.8,1005.8
2022-08-10,22.9,19.6,26.9,2.3,246.0,21.6,1005.9
2022-08-11,22.8,19.7,27.5,0.0,252.0,19.8,1007.5
2022-08-12,23.3,20.1,27.5,1.8,259.0,17.3,1008.9
2022-08-13,23.4,19.8,27.6,0.3,261.0,15.3,1009.5
2022-08-14,23.1,19.6,27.6,0.0,266.0,14.2,1010.3
2022-08-15,23.8,20.1,28.0,0.0,260.0,10.2,1010.8
2022-08-16,24.8,20.5,30.0,0.5,271.0,5.9,1010.5
2022-08-17,25.2,21.1,30.0,0.6,294.0,6.0,1010.6
2022-08-18,23.5,19.3,28.3,0.6,294.0,11.1,1010.2
2022-08-19,23.9,21.1,30.0,0.0,285.0,13.2,1010.1
2022-08-20,23.1,20.5,29.1,0.2,280.0,13.3,1010.0
2022-08-21,23.1,21.2,29.1,2.2,274.0,12.2,1009.7
2022-08-22,22.7,20.7,28.5,16.5,272.0,14.1,1009.0
2022-08-23,23.8,20.8,28.3,7.9,266.0,13.6,1009.7
2022-08-24,22.7,19.2,28.7,0.0,277.0,11.9,1011.3
2022-08-25,23.2,20.1,28.0,19.1,303.0,10.1,1009.8
2022-08-26,22.8,20.3,28.0,41.4,303.0,9.1,1009.3
2022-08-27,22.9,19.3,27.2,21.1,299.0,8.7,1009.3
2022-08-28,23.7,19.2,28.4,15.0,318.0,9.0,1008.9
2022-08-29,22.6,19.2,28.4,0.5,318.0,4.5,1009.6
2022-08-30,24.1,20.2,28.8,94.0,74.0,5.5,1009.5
2022-08-31,23.1,20.0,28.8,3.0,108.0,5.7,1009.2
2022-09-01,23.1,19.1,28.4,0.0,69.0,4.2,1010.9
2022-09-02,23.5,20.0,28.4,11.9,123.0,5.1,1009.5
2022-09-03,25.1,21.0,30.0,0.0,276.0,4.2,1009.8
2022-09-04,23.8,20.4,30.0,40.9,319.0,4.2,1009.6
2022-09-05,23.7,19.5,30.0,131.6,323.0,4.0,1009.5
2022-09-06,23.4,20.1,31.0,39.9,303.0,4.0,1008.7
2022-09-07,22.4,20.7,29.5,38.9,249.0,10.9,1009.0
2022-09-08,22.1,19.9,26.0,4.1,252.0,13.6,1009.0
2022-09-09,23.3,20.3,27.5,0.8,249.0,14.8,1008.3
2022-09-10,22.7,20.0,27.5,0.0,252.0,17.7,1008.6
2022-09-11,22.8,20.5,26.8,0.8,250.0,18.7,1007.9
2022-09-12,22.9,20.1,28.3,0.8,246.0,19.2,1008.1
2022-09-13,22.7,19.6,28.3,0.0,243.0,14.5,1010.3
2022-09-14,22.8,20.0,27.8,3.0,250.0,12.3,1012.4
2022-09-15,23.3,19.8,27.8,0.3,258.0,12.0,1013.1
2022-09-16,23.9,20.0,28.0,0.0,270.0,11.7,1011.2
2022-09-17,23.0,18.6,28.5,0.4,261.0,10.4,1010.9
2022-09-18,24.4,20.6,29.5,0.5,274.0,10.4,1011.4
2022-09-19,23.9,20.5,29.3,0.3,276.0,11.5,1011.5
2022-09-20,23.2,19.1,28.2,0.0,279.0,12.3,1010.9
2022-09-21,23.1,19.6,27.9,0.3,280.0,10.6,1010.7
2022-09-22,22.7,17.9,28.5,0.0,271.0,10.9,1011.3
2022-09-23,23.9,19.7,28.9,0.3,276.0,9.9,1012.0
2022-09-24,23.6,20.4,28.9,1.4,290.0,10.5,1011.4
2022-09-25,24.3,19.6,28.9,9.9,308.0,8.4,1010.1
2022-09-26,22.6,21.0,29.4,0.0,322.0,8.1,1010.9
2022-09-27,24.1,20.6,27.1,13.0,299.0,8.2,1009.8
2022-09-28,23.7,21.1,27.7,0.0,292.0,8.5,1008.5
2022-09-29,23.4,20.4,27.6,0.0,297.0,10.0,1008.7
2022-09-30,21.7,18.6,27.2,1.0,292.0,11.9,1010.0
2022-10-01,20.9,18.7,25.4,18.3,295.0,12.4,1010.5
2022-10-02,22.7,18.2,26.2,0.0,295.0,12.5,1009.9
2022-10-03,22.5,20.2,26.2,0.0,309.0,10.7,1009.5
2022-10-04,23.1,20.5,26.5,0.5,308.0,10.9,1009.6
2022-10-05,24.1,20.4,27.5,0.0,301.0,9.1,1009.2
2022-10-06,21.8,19.3,26.1,2.9,262.0,11.3,1008.9
2022-10-07,23.8,19.3,27.0,0.0,272.0,9.5,1009.6
2022-10-08,23.2,20.0,27.5,0.0,311.0,6.9,1010.7
2022-10-09,22.9,18.5,28.0,0.0,1.0,4.3,1010.9
2022-10-10,23.6,20.8,26.8,2.0,96.0,3.6,1011.9
2022-10-11,23.7,21.5,28.3,28.2,148.0,5.9,1011.6
2022-10-12,23.9,21.4,27.7,0.0,244.0,4.0,1012.3
2022-10-13,24.0,20.6,29.0,4.1,28.0,3.0,1011.8
2022-10-14,22.5,20.1,29.0,66.0,224.0,3.8,1011.2
2022-10-15,23.1,19.8,27.4,46.0,35.0,6.2,1010.1
2022-10-16,22.5,20.1,26.9,35.1,115.0,4.1,1012.0
2022-10-17,24.2,18.6,26.7,0.0,91.0,9.0,1013.6
2022-10-18,23.1,20.6,28.5,0.3,276.0,4.6,1013.3
2022-10-19,23.1,19.4,29.0,29.0,21.0,4.0,1012.6
2022-10-20,23.4,19.4,30.0,61.0,52.0,4.8,1013.1
2022-10-21,23.8,20.1,28.8,0.0,75.0,7.9,1014.4
2022-10-22,23.2,19.4,28.0,0.0,29.0,7.3,1014.7
2022-10-23,22.3,18.1,27.9,0.0,2.0,6.8,1014.1
2022-10-24,21.7,14.9,28.4,0.0,333.0,8.8,1012.7
2022-10-25,22.0,15.4,28.0,0.0,351.0,6.0,1013.2
2022-10-26,22.7,16.3,29.0,0.0,35.0,5.4,1014.2
2022-10-27,22.7,15.5,29.5,0.0,60.0,7.4,1014.0
2022-10-28,22.7,18.7,29.7,0.8,55.0,9.5,1013.1
2022-10-29,22.0,19.2,27.7,2.8,72.0,10.3,1013.0
2022-10-30,22.6,18.7,26.9,10.7,70.0,9.2,1013.1
2022-10-31,23.3,19.0,28.2,0.0,53.0,8.8,1012.7
2022-11-01,21.6,17.1,29.3,10.9,36.0,9.7,1013.6
2022-11-02,20.9,18.8,26.5,7.9,45.0,10.5,1013.3
2022-11-03,21.3,19.6,24.0,3.3,60.0,10.3,1012.9
2022-11-04,22.4,20.1,26.0,7.9,86.0,10.9,1014.0
2022-11-05,22.8,19.4,27.0,0.0,94.0,11.0,1015.5
2022-11-06,22.2,19.1,27.5,0.0,82.0,10.7,1015.8
2022-11-07,22.5,18.5,27.8,4.3,64.0,8.5,1015.4
2022-11-08,23.3,17.9,29.0,0.0,64.0,9.1,1014.7
2022-11-09,22.5,18.5,29.0,0.0,56.0,8.8,1014.3
2022-11-10,22.7,18.1,27.8,3.0,58.0,11.0,1014.1
2022-11-11,20.6,19.6,28.4,0.0,42.0,14.1,1013.9
2022-11-12,20.6,19.5,22.2,0.8,43.0,14.3,1013.1
2022-11-13,21.2,19.4,24.7,22.9,91.0,11.2,1013.8
2022-11-14,22.3,19.0,26.6,0.3,83.0,9.9,1014.7
2022-11-15,22.7,18.8,28.2,0.8,82.0,7.3,1014.8
2022-11-16,22.8,19.0,27.6,0.0,60.0,7.1,1013.6
2022-11-17,21.2,13.9,28.4,0.0,50.0,7.2,1013.3
2022-11-18,21.7,15.6,28.4,0.0,45.0,7.9,1013.5
2022-11-19,20.8,15.8,27.8,0.0,47.0,8.3,1013.3
2022-11-20,19.4,15.4,27.0,0.0,28.0,7.5,1012.0
2022-11-21,19.7,13.7,26.6,0.0,15.0,7.9,1011.8
2022-11-22,21.4,16.9,27.2,0.3,24.0,8.0,1011.8
2022-11-23,21.9,20.3,24.8,0.0,357.0,4.6,1012.5
2022-11-24,21.2,20.4,25.6,3.0,92.0,6.5,1012.8
2022-11-25,22.4,18.6,27.0,6.1,98.0,8.8,1013.8
2022-11-26,22.9,18.8,27.3,0.0,83.0,6.7,1013.0
2022-11-27,23.6,20.0,28.2,0.0,93.0,6.6,1011.3
2022-11-28,23.3,20.2,28.0,0.3,96.0,6.0,1011.7
2022-11-29,22.5,17.9,28.3,0.0,55.0,6.7,1012.7
2022-11-30,21.6,17.0,27.8,0.0,62.0,7.1,1013.7
2022-12-01,21.3,17.8,28.1,0.1,82.0,8.6,1013.5
2022-12-02,22.4,19.0,27.4,0.0,76.0,8.5,1012.8
2022-12-03,23.2,19.4,28.5,0.0,89.0,10.6,1013.1
2022-12-04,22.9,19.5,29.0,0.1,87.0,11.0,1013.8
2022-12-05,22.6,18.6,28.5,0.0,74.0,9.5,1014.4
2022-12-06,22.3,18.0,27.4,0.0,47.0,8.3,1013.4
2022-12-07,21.3,17.8,27.4,0.0,36.0,9.3,1012.4
2022-12-08,21.3,17.3,27.6,0.6,7.0,10.6,1011.2
2022-12-09,19.0,14.2,26.0,0.0,355.0,13.7,1009.9
2022-12-10,18.7,16.8,21.8,4.3,339.0,16.2,1008.2
2022-12-11,19.9,17.8,21.9,40.9,68.0,8.6,1009.9
2022-12-12,21.2,19.0,24.8,20.6,109.0,10.2,1011.1
2022-12-13,20.9,19.4,24.0,9.1,114.0,13.0,1012.8
2022-12-14,21.2,18.6,25.4,7.6,107.0,11.1,1014.1
2022-12-15,20.7,15.9,26.6,0.0,85.0,8.2,1013.7
2022-12-16,21.9,15.0,27.6,0.0,80.0,9.4,1012.7
2022-12-17,22.0,15.2,29.0,0.0,66.0,9.9,1013.4
2022-12-18,21.9,18.4,28.4,0.2,63.0,11.4,1012.9
2022-12-19,20.7,17.6,26.5,0.0,74.0,11.0,1012.4
2022-12-20,21.4,16.6,26.2,0.0,69.0,10.0,1011.9
2022-12-21,21.2,13.6,28.4,0.0,69.0,9.8,1012.5
2022-12-22,20.8,14.4,27.7,0.0,54.0,9.7,1011.3
2022-12-23,20.4,13.0,28.2,0.0,46.0,12.5,1012.3
2022-12-24,20.8,14.0,29.2,0.0,44.0,9.2,1013.0
2022-12-25,21.2,18.4,29.0,1.9,62.0,12.5,1013.9
2022-12-26,21.9,19.8,25.5,3.8,97.0,13.3,1014.9
2022-12-27,21.2,19.8,25.4,1.3,105.0,13.7,1016.0
2022-12-28,22.7,19.1,27.0,0.0,92.0,10.9,1017.2
2022-12-29,22.3,15.3,28.2,0.0,99.0,8.7,1018.1
2022-12-30,21.7,16.2,28.5,0.0,83.0,7.8,1019.0
2022-12-31,22.3,16.5,28.4,0.0,88.0,7.4,1018.1
2023-01-01,22.5,15.9,29.0,0.0,85.0,8.4,1017.2
2023-01-02,21.4,16.1,29.1,0.0,99.0,10.3,1017.3
2023-01-03,20.9,16.3,28.0,0.0,96.0,9.0,1017.7
2023-01-04,20.7,16.8,26.8,0.0,107.0,11.3,1016.7
2023-01-05,20.6,16.8,26.3,0.0,101.0,13.0,1017.2
2023-01-06,19.8,14.5,25.9,0.0,88.0,13.5,1018.1
2023-01-07,21.0,16.3,26.4,0.0,80.0,12.2,1017.3
2023-01-08,20.7,17.0,26.2,0.0,68.0,9.0,1016.2
2023-01-09,19.1,13.6,26.6,0.0,70.0,8.0,1017.6
2023-01-10,20.1,14.3,28.0,0.0,85.0,9.8,1017.1
2023-01-11,20.5,13.0,28.0,0.0,87.0,8.7,1015.1
2023-01-12,21.4,14.2,29.0,0.0,82.0,8.5,1014.0
2023-01-13,21.2,13.4,30.1,0.0,87.0,7.9,1014.2
2023-01-14,20.7,14.5,29.6,0.0,83.0,7.5,1014.3
2023-01-15,21.4,12.8,29.8,0.0,87.0,8.4,1013.3
2023-01-16,22.5,13.4,30.9,0.0,79.0,7.0,1013.8
2023-01-17,21.3,14.7,30.3,0.0,88.0,8.1,1014.6
2023-01-18,20.6,14.7,30.0,0.0,95.0,9.7,1017.8
2023-01-19,21.1,14.5,29.5,0.0,91.0,10.8,1016.4
2023-01-20,20.6,14.0,29.5,0.0,107.0,11.2,1016.2
2023-01-21,20.6,16.6,26.6,0.0,90.0,10.9,1015.3
2023-01-22,20.8,15.2,26.4,0.0,95.0,12.5,1014.5
2023-01-23,20.4,16.2,27.5,0.0,100.0,11.7,1013.9
2023-01-24,21.7,17.4,27.8,0.0,107.0,11.4,1013.5
2023-01-25,20.7,15.2,27.3,0.0,99.0,10.1,1013.8
2023-01-26,21.7,15.5,29.2,0.0,106.0,9.8,1013.9
2023-01-27,22.0,16.4,29.6,0.0,102.0,9.7,1013.9
2023-01-28,21.9,14.7,29.6,0.0,81.0,11.1,1013.3
2023-01-29,22.3,14.4,29.4,0.0,85.0,12.3,1012.3
2023-01-30,22.8,18.0,29.7,0.5,92.0,11.0,1013.6
2023-01-31,22.5,17.2,28.7,0.0,64.0,11.6,1013.2
2023-02-01,22.5,15.4,28.8,0.0,62.0,13.9,1012.7
2023-02-02,21.3,17.8,29.0,0.0,67.0,16.5,1013.1
2023-02-03,22.1,15.6,29.0,0.0,76.0,13.3,1013.7
2023-02-04,23.2,17.4,29.6,0.0,83.0,12.8,1012.9
2023-02-05,24.3,17.5,31.0,0.0,93.0,11.5,1012.7
2023-02-06,23.8,17.2,32.2,0.0,104.0,9.6,1013.0
2023-02-07,24.1,17.5,31.1,0.0,91.0,6.9,1013.0
2023-02-08,24.5,18.1,31.5,0.0,78.0,10.3,1012.8
2023-02-09,23.9,17.5,31.1,0.0,85.0,10.9,1013.6
2023-02-10,23.7,17.0,31.3,0.0,74.0,10.3,1014.7
2023-02-11,23.2,15.7,31.0,0.0,71.0,9.1,1014.9
2023-02-12,24.3,15.9,31.9,0.0,71.0,9.9,1012.4
2023-02-13,24.4,16.2,33.0,0.0,75.0,11.1,1015.0
2023-02-14,23.9,15.8,32.5,0.0,72.0,8.7,1014.7
